series_animedb_id,Anime Title,Anime Type,Episode Count,Watched Episodes,My Start Date,My Finish Date,My Score,My Status,Tags
57616,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
50796,Kimi wa Houkago Insomnia,TV,13,13,25-04-2023,04-07-2023,8,Completed,
12031,Kingdom,TV,38,38,27-06-2020,03-07-2020,8,Completed,
17389,Kingdom 2nd Season,TV,39,39,04-07-2020,15-07-2020,8,Completed,
40682,Kingdom 3rd Season,TV,26,26,16-07-2020,18-10-2021,10,Completed,An absolutely perfect fucking season.
50160,Kingdom 4th Season,TV,26,26,11-04-2022,02-10-2022,10,Completed,
53223,Kingdom 5th Season,TV,13,13,15-01-2024,31-03-2024,10,Completed,
486,Kino no Tabi: The Beautiful World,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
22535,Kiseijuu: Sei no Kakuritsu,TV,24,24,0000-00-00,0000-00-00,9,Completed,
33191,Kishibe Rohan wa Ugokanai,OVA,4,4,22-06-2020,22-06-2020,8,Completed,
9260,Kizumonogatari I: Tekketsu-hen,Movie,1,1,0000-00-00,0000-00-00,9,Completed,
31757,Kizumonogatari II: Nekketsu-hen,Movie,1,1,0000-00-00,0000-00-00,9,Completed,
31758,Kizumonogatari III: Reiketsu-hen,Movie,1,1,0000-00-00,0000-00-00,10,Completed,
33206,Kobayashi-san Chi no Maid Dragon,TV,13,13,0000-00-00,0000-00-00,8,Completed,"Director of the show died during the arson attack at KyoAni first studio, season 2 seems unlikely with the chances of change in the studio"
39247,Kobayashi-san Chi no Maid Dragon S,TV,12,12,10-07-2021,23-09-2021,9,Completed,
49893,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,Special,1,1,13-04-2022,13-04-2022,9,Completed,
59897,Kobayashi-san Chi no Maid Dragon: Samishigariya no Ryuu,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
48926,"Komi-san wa, Comyushou desu.",TV,12,12,18-10-2021,29-12-2021,6,Completed,
250,Konjiki no Gash Bell!!,TV,150,150,0000-00-00,0000-00-00,8,Completed,
38080,Kono Oto Tomare!,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
38889,Kono Oto Tomare! Part 2,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
51958,Kono Subarashii Sekai ni Bakuen wo!,TV,12,12,08-04-2023,22-06-2023,7,Completed,
30831,Kono Subarashii Sekai ni Shukufuku wo!,TV,10,10,0000-00-00,0000-00-00,9,Completed,
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,10,0000-00-00,0000-00-00,9,Completed,Author claims he has no plans for a season 3 as of yet. Probably one of the most hilarious anime of all time.
49458,Kono Subarashii Sekai ni Shukufuku wo! 3,TV,11,11,10-04-2024,20-06-2024,7,Completed,
59833,Kono Subarashii Sekai ni Shukufuku wo! 3 OVA,OVA,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Movie,1,1,29-04-2021,29-04-2021,10,Completed,
467,Koukaku Kidoutai: Stand Alone Complex,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
28623,Koutetsujou no Kabaneri,TV,12,12,0000-00-00,0000-00-00,7,Completed,
34544,Koutetsujou no Kabaneri Movie 3: Unato Kessen,Movie,1,1,29-04-2021,29-04-2021,8,Completed,
32268,Koyomimonogatari,ONA,12,12,0000-00-00,0000-00-00,7,Completed,The last 2 episodes are important to the monogatari storyline while the rest is trivial
51815,Kubo-san wa Mob wo Yurusanai,TV,12,12,11-01-2023,20-06-2023,8,Completed,
49776,Kumichou Musume to Sewagakari,TV,12,12,08-07-2022,23-09-2022,8,Completed,
37984,"Kumo desu ga, Nani ka?",TV,24,2,09-01-2021,0000-00-00,4,Dropped,"The most disappointing isekai so far. An ugly 3D spider protagonist that monologues in the most annoying way possible coupled with overacting just does not work, especially when you already have a cute blue colored isekai slime."
4898,Kuroshitsuji,TV,24,0,0000-00-00,0000-00-00,0,Plan to Watch,
6707,Kuroshitsuji II,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
31812,Kuroshitsuji Movie: Book of the Atlantic,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
22145,Kuroshitsuji: Book of Circus,TV,10,0,0000-00-00,0000-00-00,0,Plan to Watch,
23317,Kuroshitsuji: Book of Murder,OVA,2,0,0000-00-00,0000-00-00,0,Plan to Watch,
55855,Kuroshitsuji: Kishuku Gakkou-hen,TV,11,0,0000-00-00,0000-00-00,0,Plan to Watch,
59228,Kuroshitsuji: Midori no Majo-hen,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
54492,Kusuriya no Hitorigoto,TV,24,24,25-10-2023,30-03-2024,10,Completed,
58514,Kusuriya no Hitorigoto 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
39017,Kyokou Suiri,TV,12,12,12-01-2020,31-03-2020,6,Completed,Conversations in this one are endless and at times mind numbing. It tries to be smart but just ends up being highly boring and shames the shounen genre.
18153,Kyoukai no Kanata,TV,12,12,27-04-2020,30-04-2020,8,Completed,
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Movie,1,1,16-04-2021,16-04-2021,8,Completed,
35677,Liz to Aoi Tori,Movie,1,1,09-11-2023,09-11-2023,8,Completed,
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,TV,13,13,09-06-2020,13-06-2020,7,Completed,
50709,Lycoris Recoil,TV,13,13,19-07-2022,25-09-2022,9,Completed,
54440,Lycoris Recoil (Shinsaku Animation),Unknown,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
34599,Made in Abyss,TV,13,13,18-10-2019,20-10-2019,9,Completed,PAIN
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Movie,1,1,09-01-2021,09-01-2021,9,Completed,MORE PAIN!
41084,Made in Abyss: Retsujitsu no Ougonkyou,TV,12,5,05-01-2023,0000-00-00,4,Dropped,A story about cruelty. Everything is fucking disgusting and everything cute and wholesome had to die disgustingly. The writer tried to turn his torture fetish into a story.
18115,Magi: The Kingdom of Magic,TV,25,25,0000-00-00,0000-00-00,8,Completed,
14513,Magi: The Labyrinth of Magic,TV,25,25,0000-00-00,0000-00-00,8,Completed,The first manga I completed 
9756,Mahou Shoujo Madoka?Magica,TV,12,12,23-06-2020,25-06-2020,9,Completed,
11981,Mahou Shoujo Madoka?Magica Movie 3: Hangyaku no Monogatari,Movie,1,1,29-04-2021,29-04-2021,9,Completed,
48820,Mahou Shoujo Madoka?Magica Movie 4: Walpurgis no Kaiten,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
54722,Mahou Shoujo ni Akogarete,TV,13,13,31-01-2024,31-03-2024,9,Completed,
60046,Mahou Shoujo ni Akogarete 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
50668,Mahoutsukai no Yoru,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
39196,Mairimashita! Iruma-kun,TV,23,23,06-10-2019,08-03-2020,7,Completed,
41402,Mairimashita! Iruma-kun 2nd Season,TV,21,21,21-04-2021,11-09-2021,8,Completed,
49784,Mairimashita! Iruma-kun 3rd Season,TV,21,21,08-10-2022,04-03-2023,8,Completed,
40571,Majo no Tabitabi,TV,12,12,04-10-2020,19-12-2020,8,Completed,
52816,Majo to Yajuu,TV,12,3,12-01-2024,0000-00-00,6,Dropped,
57524,Make Heroine ga Oosugiru!,TV,12,12,15-07-2024,30-09-2024,9,Completed,
49470,Mamahaha no Tsurego ga Motokano datta,TV,12,12,07-07-2022,22-09-2022,5,Completed,
48417,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",TV,12,4,08-01-2023,0000-00-00,5,Dropped,"Did you think I would watch you, just because you are watchable?"
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",TV,13,13,06-07-2020,27-09-2020,7,Completed,
33487,Masamune-kun no Revenge,TV,12,12,0000-00-00,0000-00-00,5,Completed,
52211,Mashle,TV,12,12,09-04-2023,01-07-2023,7,Completed,
58934,Mashle (Zoku-hen),Unknown,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
55813,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,TV,12,12,07-01-2024,30-03-2024,7,Completed,
50392,Mato Seihei no Slave,TV,12,3,05-01-2024,0000-00-00,6,Dropped,
36563,Megalo Box,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
54794,Metallic Rouge,TV,13,4,11-01-2024,0000-00-00,6,Dropped,
50695,MF Ghost,TV,12,12,01-10-2023,18-12-2023,7,Completed,
57559,MF Ghost 2nd Season,TV,12,1,07-10-2024,0000-00-00,0,Watching,
48483,Mieruko-chan,TV,12,12,11-10-2021,19-12-2021,9,Completed,
20541,Mikakunin de Shinkoukei,TV,12,12,15-08-2023,19-08-2023,6,Completed,
10620,Mirai Nikki (TV),TV,26,11,0000-00-00,0000-00-00,6,Dropped,Too dark too dark
37208,Mo Dao Zu Shi,ONA,15,15,23-03-2020,24-03-2020,9,Completed,
40434,Mo Dao Zu Shi: Wanjie Pian,ONA,12,12,21-10-2021,28-10-2021,9,Completed,
38450,Mo Dao Zu Shi: Xian Yun Pian,ONA,8,8,24-03-2020,25-03-2020,9,Completed,
32182,Mob Psycho 100,TV,12,12,0000-00-00,0000-00-00,8,Completed,
37510,Mob Psycho 100 II,TV,13,13,0000-00-00,0000-00-00,10,Completed,#4
50172,Mob Psycho 100 III,TV,12,12,06-10-2022,22-12-2022,9,Completed,
57864,Monogatari Series: Off & Monster Season,ONA,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
17074,Monogatari Series: Second Season,TV,26,26,0000-00-00,0000-00-00,9,Completed,
19,Monster,TV,74,74,11-11-2020,29-12-2020,8,Completed,
30307,Monster Musume no Iru Nichijou,TV,12,12,0000-00-00,0000-00-00,6,Completed,
38903,Moonrise,ONA,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
39806,Mugen no Juunin: Immortal,ONA,24,24,11-10-2019,26-03-2020,6,Completed,Just as dark as mirrai nikki. Just a show I didn't want to quit watching given the number of episodes I had already watched and the hopes of it eventually becoming as good as it's manga
40483,Murenase! Seton Gakuen,TV,12,12,11-01-2020,24-03-2020,6,Completed,
457,Mushishi,TV,26,26,03-09-2019,08-09-2019,9,Completed,
21939,Mushishi Zoku Shou,TV,10,10,15-09-2019,19-09-2019,9,Completed,
24701,Mushishi Zoku Shou 2nd Season,TV,10,10,22-09-2019,25-09-2019,10,Completed,#10
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,TV,12,12,10-07-2023,24-09-2023,8,Completed,
55818,Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,TV Special,1,1,03-07-2023,03-07-2023,8,Completed,
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,TV,12,12,08-04-2024,01-07-2024,0,Completed,
59193,Mushoku Tensei III: Isekai Ittara Honki Dasu,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,TV,11,11,11-01-2021,22-03-2021,9,Completed,
50360,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,Special,1,1,17-03-2022,17-03-2022,9,Completed,
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,TV,12,12,04-10-2021,22-12-2021,10,Completed,#6
52092,My Home Hero,TV,12,3,03-04-2023,0000-00-00,5,Dropped,
16067,Nagi no Asu kara,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
23755,Nanatsu no Taizai,TV,24,24,0000-00-00,0000-00-00,8,Completed,
34577,Nanatsu no Taizai: Imashime no Fukkatsu,TV,24,24,0000-00-00,0000-00-00,7,Completed,
39701,Nanatsu no Taizai: Kamigami no Gekirin,TV,24,5,09-10-2019,0000-00-00,1,Dropped,Studio deen ruined the anime
31722,Nanatsu no Taizai: Seisen no Shirushi,TV,4,4,0000-00-00,0000-00-00,7,Completed,
4081,Natsume Yuujinchou,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
32983,Natsume Yuujinchou Go,TV,11,0,0000-00-00,0000-00-00,0,Plan to Watch,
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,Download
34591,Natsume Yuujinchou Roku,TV,11,0,0000-00-00,0000-00-00,0,Plan to Watch,
10379,Natsume Yuujinchou San,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
11665,Natsume Yuujinchou Shi,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
55823,Natsume Yuujinchou Shichi,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
42894,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
15689,Nekomonogatari: Kuro,TV Special,4,4,0000-00-00,0000-00-00,8,Completed,
19613,New Initial D Movie: Legend 1 - Kakusei,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
28881,New Initial D Movie: Legend 2 - Tousou,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
30952,New Initial D Movie: Legend 3 - Mugen,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
1210,NHK ni Youkoso!,TV,24,14,17-09-2023,0000-00-00,5,Dropped,A plethora of unlikable characters.
10165,Nichijou,TV,26,26,0000-00-00,0000-00-00,8,Completed,
51105,NieR:Automata Ver1.1a,TV,12,12,08-01-2023,04-08-2023,8,Completed,
56063,NieR:Automata Ver1.1a Part 2,TV,12,12,16-07-2024,03-10-2024,7,Completed,
54724,Nige Jouzu no Wakagimi,TV,12,12,09-07-2024,30-09-2024,10,Completed,
60059,Nige Jouzu no Wakagimi 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
40515,Nihon Chinbotsu 2020,ONA,10,2,26-07-2020,0000-00-00,6,Dropped,Bad animation could be excused for good story. This has neither
56285,Ninja Kamui,TV,13,7,14-02-2024,0000-00-00,5,Dropped,
11597,Nisemonogatari,TV,11,11,0000-00-00,0000-00-00,8,Completed,
19815,No Game No Life,TV,12,12,0000-00-00,0000-00-00,8,Completed,"The origin of ""there's no sequel"" pain"
33674,No Game No Life: Zero,Movie,1,1,16-04-2021,16-04-2021,8,Completed,
39539,No Guns Life,TV,12,12,11-10-2019,28-12-2019,6,Completed,
40529,No Guns Life 2nd Season,TV,12,12,11-07-2020,25-09-2020,6,Completed,
1698,Nodame Cantabile,TV,23,0,0000-00-00,0000-00-00,0,Plan to Watch,
5690,Nodame Cantabile Finale,TV,11,0,0000-00-00,0000-00-00,0,Plan to Watch,
8190,Nodame Cantabile Finale OVA,OVA,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
8038,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,Special,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
4477,Nodame Cantabile: Paris-hen,TV,11,0,0000-00-00,0000-00-00,0,Plan to Watch,
40729,Nomad: Megalo Box 2,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
17549,Non Non Biyori,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
36990,Non Non Biyori Movie: Vacation,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
39808,Non Non Biyori Nonstop,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
23623,Non Non Biyori Repeat,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
20507,Noragami,TV,12,12,0000-00-00,0000-00-00,8,Completed,
30503,Noragami Aragoto,TV,13,13,0000-00-00,0000-00-00,8,Completed,Season 3 seems unlikely to happen 
46102,Odd Taxi,TV,13,0,0000-00-00,0000-00-00,0,Plan to Watch,
28819,Okusama ga Seitokaichou!,TV,12,12,0000-00-00,0000-00-00,6,Completed,
32603,Okusama ga Seitokaichou!+!,TV,12,12,0000-00-00,0000-00-00,6,Completed,
6324,Omamori Himari,TV,12,12,0000-00-00,0000-00-00,6,Completed,
30276,One Punch Man,TV,12,12,0000-00-00,0000-00-00,8,Completed,
34134,One Punch Man 2nd Season,TV,12,12,0000-00-00,0000-00-00,6,Completed,
51122,Ookami to Koushinryou: Merchant Meets the Wise Wolf,TV,25,14,09-04-2024,0000-00-00,0,Watching,
52299,Ore dake Level Up na Ken,TV,12,12,07-01-2024,31-03-2024,8,Completed,
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
38483,Ore wo Suki nano wa Omae dake ka yo,TV,12,12,03-10-2019,26-12-2019,7,Completed,Great fucking concept and hilarious voice acting
40936,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,OVA,1,1,16-04-2021,16-04-2021,7,Completed,
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,TV,12,12,06-04-2020,24-06-2020,8,Completed,
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,TV,12,12,03-07-2021,18-09-2021,7,Completed,
49842,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… Movie,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
51705,Otonari ni Ginga,TV,12,5,16-04-2023,0000-00-00,5,Dropped,Soooooooo boring
50739,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,TV,12,12,10-01-2023,26-03-2023,8,Completed,
56876,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
40834,Ousama Ranking,TV,23,23,22-10-2021,25-03-2022,8,Completed,"The first half is a 9, the second half is a 7. So there you have it."
55744,Ousama Ranking Movie,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
52657,Ousama Ranking: Yuuki no Takarabako,TV,10,10,26-04-2023,17-06-2023,7,Completed,
29803,Overlord,TV,13,13,0000-00-00,0000-00-00,7,Completed,
35073,Overlord II,TV,13,13,0000-00-00,0000-00-00,7,Completed,
37675,Overlord III,TV,13,13,0000-00-00,0000-00-00,7,Completed,
48895,Overlord IV,TV,13,13,06-07-2022,27-09-2022,9,Completed,
48896,Overlord Movie 3: Sei Oukoku-hen,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
31181,Owarimonogatari,TV,12,12,0000-00-00,0000-00-00,9,Completed,
35247,Owarimonogatari 2nd Season,TV Special,7,7,0000-00-00,0000-00-00,10,Completed,
50380,Paripi Koumei,TV,12,12,09-04-2022,17-06-2022,10,Completed,
22135,Ping Pong the Animation,TV,11,11,27-10-2020,28-10-2020,9,Completed,Bad artstyle? Who gives a fuck?! This is fucking awesome.
329,Planetes,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
44961,Platinum End,TV,24,10,08-10-2021,0000-00-00,4,Dropped,"Don't mind me, just taking out this trash."
30240,Prison School,TV,12,12,0000-00-00,0000-00-00,8,Completed,
33926,Quanzhi Gaoshou,ONA,12,12,03-11-2020,05-11-2020,8,Completed,
37932,Quanzhi Gaoshou 2,ONA,12,12,06-11-2020,06-12-2020,8,Completed,
49559,Quanzhi Gaoshou 3,ONA,17,0,0000-00-00,0000-00-00,0,Plan to Watch,
51297,Ragna Crimson,TV,24,24,01-10-2023,30-03-2024,8,Completed,
6114,Rainbow: Nisha Rokubou no Shichinin,TV,26,26,27-07-2020,02-08-2020,9,Completed,A story of brotherhood finely presented.
48406,Re-Main,TV,12,12,06-07-2021,03-10-2021,7,Completed,
31240,Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,25,0000-00-00,0000-00-00,8,Completed,
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,13,13,10-07-2020,01-10-2020,8,Completed,
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,12,12,07-01-2021,25-03-2021,9,Completed,
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,TV,16,1,04-10-2024,0000-00-00,0,Watching,
30015,ReLIFE,TV,13,13,02-02-2020,04-02-2020,8,Completed,
35466,ReLIFE: Kanketsu-hen,Special,4,4,05-02-2020,05-02-2020,8,Completed,
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,TV,12,12,07-02-2020,14-03-2020,7,Completed,
43470,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,TV,12,12,02-04-2022,18-06-2022,5,Completed,
52865,Romantic Killer,ONA,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
50613,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),TV,24,24,07-07-2023,15-12-2023,8,Completed,
57554,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,TV,23,1,04-10-2024,0000-00-00,0,Watching,
51381,RWBY: Hyousetsu Teikoku,TV,12,8,05-07-2022,0000-00-00,5,Dropped,
50185,Ryman's Club,TV,12,4,01-02-2022,0000-00-00,5,Dropped,When the budget lasts only for the first episode.
54760,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,TV,12,3,02-07-2023,0000-00-00,6,Dropped,Thicc Thighs The Animation but boring
48414,Sabikui Bisco,TV,12,12,12-01-2022,29-03-2022,7,Completed,
56008,Sabikui Bisco Season 2,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
48761,Saihate no Paladin,TV,12,12,11-10-2021,05-01-2022,5,Completed,
33255,Saiki Kusuo no ?-nan,TV,120,120,0000-00-00,0000-00-00,8,Completed,
34612,Saiki Kusuo no ?-nan 2,TV,24,24,0000-00-00,0000-00-00,8,Completed,
40542,Saiki Kusuo no ?-nan: ?-shidou-hen,ONA,6,6,22-01-2020,29-01-2020,8,Completed,
38249,Saiki Kusuo no ?-nan: Kanketsu-hen,TV Special,1,1,03-03-2020,03-03-2020,8,Completed,
12531,Sakamichi no Apollon,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
58939,Sakamoto Days,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
205,Samurai Champloo,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
54233,Sasayaku You ni Koi wo Utau,TV,12,2,16-04-2024,0000-00-00,6,Dropped,
2605,Sayonara Zetsubou Sensei,TV,12,0,0000-00-00,0000-00-00,0,Plan to Watch,
6500,Seikon no Qwaser,TV,24,4,0000-00-00,0000-00-00,4,Dropped,"An anime I started in the days I first learnt of the beautiful bubble called ecchi, and then quit when I realized that's all there is to it"
44203,Seirei Gensouki,TV,12,2,07-07-2021,0000-00-00,4,Dropped,"Meh. Meh what? Story, characters, animation, music and everything else."
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13,13,0000-00-00,0000-00-00,8,Completed,
53129,Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
54870,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,Movie,1,0,0000-00-00,0000-00-00,0,Plan to Watch,
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Movie,1,1,16-04-2021,16-04-2021,9,Completed,
57433,Seishun Buta Yarou: Santa Claus no Yume wo Minai,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",TV,12,12,07-10-2021,23-12-2021,7,Completed,
58488,Sengoku Youko: Senma Konton-hen,TV,22,10,06-08-2024,0000-00-00,0,Watching,
56242,Sengoku Youko: Yonaoshi Kyoudai-hen,TV,13,13,11-01-2024,04-04-2024,7,Completed,
53770,Sentai Daishikkaku,TV,12,12,30-04-2024,01-07-2024,0,Completed,
59189,Sentai Daishikkaku 2nd Season,TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
41456,"Sentouin, Hakenshimasu!",TV,12,12,05-04-2021,22-06-2021,7,Completed,
43439,Shadows House,TV,13,13,12-04-2021,05-07-2021,8,Completed,
49782,Shadows House 2nd Season,TV,12,12,10-07-2022,24-09-2022,8,Completed,
42205,Shaman King (2021),TV,52,52,04-04-2021,22-04-2022,6,Completed,
52347,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",TV,25,25,01-10-2023,31-03-2024,8,Completed,
58572,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",TV,0,0,0000-00-00,0000-00-00,0,Plan to Watch,
23273,Shigatsu wa Kimi no Uso,TV,22,22,0000-00-00,0000-00-00,9,Completed,
44074,Shiguang Dailiren,ONA,11,0,0000-00-00,0000-00-00,0,Plan to Watch,
56752,Shiguang Dailiren: Yingdu Pian,ONA,8,0,0000-00-00,0000-00-00,0,Plan to Watch,
58426,Shikanoko Nokonoko Koshitantan,TV,12,4,09-07-2024,29-07-2024,6,Dropped,
37396,Shikioriori,Movie,3,0,0000-00-00,0000-00-00,0,Plan to Watch,
44037,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",TV,13,13,07-10-2021,30-12-2021,8,Completed,
53488,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",TV,12,12,08-01-2024,24-03-2024,8,Completed,
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,TV,12,12,02-10-2019,28-12-2019,7,Completed,
16498,Shingeki no Kyojin,TV,25,25,0000-00-00,0000-00-00,9,Completed,
25777,Shingeki no Kyojin Season 2,TV,12,12,0000-00-00,0000-00-00,9,Completed,
35760,Shingeki no Kyojin Season 3,TV,12,12,0000-00-00,0000-00-00,9,Completed,
38524,Shingeki no Kyojin Season 3 Part 2,TV,10,10,29-04-2019,01-07-2019,10,Completed,
40028,Shingeki no Kyojin: The Final Season,TV,16,16,07-12-2020,30-03-2021,9,Completed,
23233,Shinmai Maou no Testament,TV,12,12,0000-00-00,0000-00-00,5,Completed,
30363,Shinmai Maou no Testament Burst,TV,10,10,0000-00-00,0000-00-00,5,Completed,
30,Shinseiki Evangelion,TV,26,0,0000-00-00,0000-00-00,0,Plan to Watch,
13125,Shinsekai yori,TV,25,25,30-09-2019,09-10-2019,7,Completed,"The only one that falls in the HORROR genre in the list other than the godawful future diary, Awful pacing, Good ending"
25835,Shirobako,TV,24,24,0000-00-00,0000-00-00,8,Completed,
28171,Shokugeki no Souma,TV,24,24,0000-00-00,0000-00-00,8,Completed,
40902,Shokugeki no Souma: Gou no Sara,TV,13,13,11-04-2020,26-09-2020,7,Completed,
32282,Shokugeki no Souma: Ni no Sara,TV,13,13,0000-00-00,0000-00-00,8,Completed,
35788,Shokugeki no Souma: San no Sara,TV,12,12,0000-00-00,0000-00-00,7,Completed,
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,TV,12,12,0000-00-00,0000-00-00,7,Completed,
39940,Shokugeki no Souma: Shin no Sara,TV,12,12,12-10-2019,28-12-2019,5,Completed,
35838,Shoujo Shuumatsu Ryokou,TV,12,12,22-04-2020,23-04-2020,9,Completed,The most underrated anime till date
